course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-004,RCFE-CETP-004_Q011,"Which staff coaching statement best fits a dignity concern?",multichoice,"Speak with residents privately, explain care steps, offer available choices, and report concerns without discouraging complaints.","Residents who complain should be redirected quickly so the day stays on schedule.","Only document concerns that appear likely to become licensing issues.","Use whatever tone gets the task finished.",A,"Specific coaching changes observable behavior and connects staff practice to privacy, choice, complaint access, and respect.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q012,"Which phrase should be avoided in an objective administrator note?",multichoice,"Resident reported that the door opened during care.","Staff notified supervisor at 8:15 a.m.","Resident is difficult and always complains.","Follow-up check assigned for next shift.",C,"Judgmental labels weaken the record and can obscure the resident-rights issue that needs review.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q013,"A family council raises a repeated concern about rushed care and closed-door privacy. What should the administrator do?",multichoice,"Tell families that staffing topics are not appropriate for discussion.","Promise that no privacy concern will ever happen again.","Ask families to submit only compliments in future meetings.","Acknowledge the concern, review practice patterns, document follow-up, coach staff, and report back through an approved pathway.",D,"The administrator should treat council concerns as useful risk information and create a follow-up trail tied to practice correction.",scenario,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q014,"If an administrator is unsure whether a fictional abuse-prevention concern meets an escalation threshold, what should the administrator do?",multichoice,"Guess the answer and leave the record blank.","Use the facility escalation pathway, document what is known and pending, and track resolution.","Ask the resident to decide whether the facility should act.","Wait until the next training day to discuss it.",B,"Uncertainty should be escalated and tracked; it should not be handled by guessing or delaying without a record.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q015,"Which example best reflects meaningful resident choice in daily operations?",multichoice,"Staff choose the routine that is easiest for the shift.","The resident is told that preferences are reviewed only at admission.","The resident is offered realistic available options and the plan is reviewed when preferences cannot be met.","Choice is documented only when a resident complains.",C,"Meaningful choice requires real options within the care setting and review when routines prevent the resident's preference.",foundational,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q016,"Repeated harsh language is reported across two shifts. Which correction approach is strongest?",multichoice,"Review the pattern, coach involved staff, check supervision and workload factors, document corrective action, and verify improvement.","Tell one staff member to be nicer without documenting the pattern.","Wait for the next licensing visit before changing practice.","Ask residents to avoid staff who sound rushed.",A,"Pattern review helps the administrator correct both individual behavior and system conditions that can undermine dignity.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q017,"Resident D says staff rush bathing and do not offer available timing options. What is the best administrator response?",multichoice,"Review the preference and service plan, assess staffing routines, offer realistic choices, document the plan, and follow up with Resident D.","Tell Resident D that staff schedules always control bathing time.","Remove the concern from the record because it is not abuse.","Ask a peer resident to convince Resident D to cooperate.",A,"The response connects choice and dignity to care planning, staffing review, documentation, and follow-up.",scenario,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q018,"A learner submits an assignment using a real resident name and room number. How should the course handle it?",multichoice,"Accept it if the documentation format is strong.","Share it as an example so others learn from it.","Reject or return the submission for removal of identifying information and require a fictional resubmission.","Move the name into the quiz rationale.",C,"The course requires fictional information only; identifying details must not be retained as learner content.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q019,"A staff member says complaints should be ignored unless they are written. Which administrator response is appropriate?",multichoice,"Agree because verbal concerns are not useful for records.","Tell residents that written complaints receive better treatment.","Stop accepting council comments until a policy rewrite is complete.","Clarify the complaint pathway, document verbal concerns objectively, and coach staff not to discourage reporting.",D,"Residents must not be discouraged from raising concerns; verbal reports can still require documentation and follow-up.",application,"Residents' Rights"
RCFE-CETP-004,RCFE-CETP-004_Q020,"What does Moodle evidence need to show for this course?",multichoice,"Only that the learner enrolled in RCFE-CETP-004.","Completion of required content, scenario interactions, participation, assignment, post-test, evaluation when required, and approval gate status.","Only the final quiz score without timestamps.","That the course was treated as approved before metadata was issued.",B,"Evidence must support the full completion decision, including activity completion, assessment, participation, evaluation, and certificate controls.",application,"Residents' Rights"
