course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-008,RCFE-CETP-008_Q011,"A fictional supervisor wants to correct a caregiver in front of coworkers to make an example. What is the better administrator direction?",multichoice,"Proceed publicly so no documentation is needed.","Skip coaching because coworkers already know the issue.","Use private, respectful coaching with objective expectations and a documented follow-up plan.","Ask coworkers to decide the consequence.",C,"Private and objective coaching protects dignity while still documenting expectations and follow-up.",scenario,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q012,"A fictional shift note reports a missed task but does not say what was corrected or who was notified. What should the administrator do?",multichoice,"Accept the note because any documentation is enough.","Discard the note and rely on memory.","Wait until the next staff meeting to ask general questions only.","Clarify objective facts, action taken, notification or escalation, and follow-up needed.",D,"A defensible supervision record should show what happened, what was done, who was notified when needed, and what follow-up remains.",scenario,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q013,"Which action best demonstrates judgment when a staff performance issue may affect resident safety?",multichoice,"Move beyond routine coaching as needed by using the approved escalation pathway and documenting the reason.","Keep the issue informal to avoid creating a record.","Delay review until the staff member asks for help.","Treat all performance issues as identical regardless of risk.",A,"Potential resident-safety impact changes the response; escalation and documentation help the administrator manage risk appropriately.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q014,"What is the best reason to set a follow-up date after coaching?",multichoice,"It lets the administrator close the matter without checking results.","It creates a planned point to verify whether the expected practice changed or whether further action is needed.","It replaces the training record.","It prevents staff from asking questions.",B,"A follow-up date closes the supervision loop by testing whether coaching changed practice or whether additional response is required.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q015,"Which documentation wording is most appropriate for a coaching note?",multichoice,"The caregiver was careless again.","Everyone knows this employee is difficult.","On 06/01 in the fictional scenario, the checklist was not completed by end of shift; expectation reviewed; follow-up check set for next scheduled shift.","This will never happen again.",C,"Objective wording records observable facts, the expectation reviewed, and follow-up without blame or unsupported promises.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q016,"When should an administrator consider whether routine coaching is not enough?",multichoice,"Only after a regulator requests the file.","Only when the staff member agrees in writing.","Never, because coaching is always sufficient.","When the concern suggests risk to resident safety, rights, required reporting, staffing coverage, or ongoing compliance.",D,"Higher-risk concerns require review for escalation rather than automatic reliance on routine coaching.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q017,"What Moodle evidence should be retained for the Hour 1 role-clarity interaction?",multichoice,"The learner's selected branch, feedback viewed, remediation if needed, submitted documentation elements, and completion timestamp.","Only a screenshot of the course homepage.","Only the learner's name without response data.","No evidence if the learner later passes the quiz.",A,"Scenario evidence should show the learner completed the decision path and submitted the required documentation elements.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q018,"Which learner submission should be rejected or remediated for the application assignment?",multichoice,"A fictional plan identifying a duty, record, coaching message, follow-up point, and escalation threshold.","A response that includes real staff names, real facility facts, or identifiable personnel details.","A de-identified example using generic dates and fictional roles.","A brief objective plan written in complete sentences.",B,"The course requires fictional, non-identifying submissions; real personnel or facility details violate the privacy boundary.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q019,"Why does the course require both scenario practice and a post-test?",multichoice,"Scenario practice replaces the assessment requirement.","The post-test replaces participation and assignment evidence.","Scenario practice checks applied decision-making, while the post-test confirms knowledge across the course objectives.","Both activities exist only for learner satisfaction surveys.",C,"The two activity types generate different evidence: applied judgment in scenarios and broader knowledge assessment in the quiz.",application,"Management/Supervision of Staff"
RCFE-CETP-008,RCFE-CETP-008_Q020,"What must remain true before any certificate release for this pending course?",multichoice,"A learner may receive a certificate after viewing the overview only.","A quiz score alone is enough for certificate release.","The instructor may bypass missing approval metadata for experienced learners.","Required duration, activity evidence, post-test pass, evaluation, and approval metadata gates must be satisfied.",D,"Certificate release is blocked until completion and approval-related gates are met; a quiz score alone is not sufficient.",application,"Management/Supervision of Staff"
