course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-006,RCFE-CETP-006_Q015,"A family requests immediate move-in, but the appraisal is incomplete. Which response best protects the process?",multichoice,"Schedule the move-in and complete the appraisal if time allows.","Tell the family the paperwork does not matter if the room is available.","Explain that the admission decision remains pending until required review is completed and documented.","Ask direct-care staff to make the admission decision.",C,"The administrator should maintain the admission workflow even when external pressure favors a faster move-in.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q016,"After a plan update, which follow-up entry is most useful for audit review?",multichoice,"Plan changed, no other details.","Resident is better now.","Staff know what to do.","Plan updated to add dinner cueing; staff notified on the review date; administrator will recheck meal records in seven days.",D,"Audit-ready follow-up names the change, notification, and review timeline so the record can be understood later.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q017,"A record audit shows the service plan has not been updated since admission despite three documented changes. What is the appropriate administrator priority?",multichoice,"Bring the plan current by reviewing the changes, updating instructions, documenting notifications, and setting follow-up.","Leave the plan unchanged because the resident has not complained.","Remove older notes so the file looks consistent.","Wait for a licensing visit to identify needed corrections.",A,"A plan that no longer matches the record should be corrected through review, updated instructions, and documented follow-up.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q018,"When does a retention concern require escalation beyond routine staff action?",multichoice,"Whenever a family asks a question about services.","When repeated facts suggest the resident's needs may exceed current facility capability or approved procedures.","Only after the resident has moved out.","Never, because retention decisions are informal.",B,"Escalation is appropriate when the issue exceeds routine instructions and requires leadership, outside coordination, or higher-level review.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q019,"A resident prefers independence, but staff observe a new pattern of missed meals. Which documentation approach best preserves dignity and supports review?",multichoice,"Write that the resident is stubborn and refuses help.","Record only the family opinion and skip staff observations.","Document the observed pattern, the resident preference, the service offered, and the follow-up plan.","State that independence is no longer allowed.",C,"Balanced documentation can respect resident preference while still addressing objective changes that affect service planning.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q020,"Which Moodle evidence should support completion for this course?",multichoice,"A learner's verbal statement that the course was opened.","Only the final quiz score, even if activities are missing.","An email saying the learner intended to finish later.","Page views, scenario completions, participation response, assignment submission, quiz pass, evaluation, and completion gate audit.",D,"The filed course requires evidence across duration, activity completion, participation, assessment, evaluation, and certificate controls.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q021,"Scenario: Sample Resident E wants admission after a hospital stay, but the record lacks current mobility information. What should the administrator do?",multichoice,"Request and review current information, document the pending item, and determine whether facility services can meet the identified need.","Accept admission because the resident previously lived independently.","Assume the prior appraisal still answers all questions.","Promise the family that no additional review will be needed.",A,"Current mobility information affects admission fit, service planning, and staff instructions, so it must be reviewed before a supportable decision.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q022,"Scenario: Sample Resident F's plan lists reminders, but staff now report repeated exit-seeking attempts. Which response is most appropriate?",multichoice,"Tell staff to keep trying without changing the plan.","Open a reappraisal review, update immediate instructions, escalate according to policy, and document the pattern.","Delete the exit-seeking notes to avoid concern.","Wait until the family requests a meeting.",B,"A repeated exit-seeking pattern can indicate that the current plan no longer matches resident needs and requires structured review.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q023,"Scenario: Sample Resident G's responsible person says the resident eats well, but meal records show five missed dinners in ten days. What should the administrator rely on?",multichoice,"Only the responsible person's statement.","Only staff memory with no record review.","The documented pattern, follow-up communication, plan review, and any pending clarification.","A general belief that appetite changes are not an administrator concern.",C,"The administrator should reconcile reported information with documented patterns and update the plan when the record supports a trigger.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q024,"Scenario: Sample Resident H's family demands a final relocation decision during a tense phone call. What is the best administrator response?",multichoice,"Issue a final decision immediately to end the call.","Avoid documenting the call because it was tense.","Ask a caregiver to tell the family what will happen.","Document the concern, explain that review will follow approved channels, escalate as needed, and preserve respectful communication.",D,"Retention and relocation-related concerns should follow documented review and escalation rather than pressured decisions during conflict.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q025,"Scenario: Sample Resident I has a missing physician report and an incomplete pre-admission appraisal. Which admission note is strongest?",multichoice,"Admission review pending; physician report and appraisal completion requested; facility capability decision deferred until records are reviewed.","Resident seems fine, so move-in is approved.","Family wants admission soon, so missing records are not important.","Staff can decide what services are needed after move-in.",A,"The note clearly identifies pending records and links them to the admission decision instead of bypassing review.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q026,"Scenario: Sample Resident J has new nighttime disorientation. Staff have three different informal routines. What should the administrator do?",multichoice,"Allow each staff member to continue using personal preference.","Create a consistent plan instruction, document the trigger, notify staff, and set a review date.","Tell staff to stop documenting nighttime events.","Assume the condition is temporary and take no action.",B,"Inconsistent informal practice should be replaced with documented service instructions and follow-up tied to the observed change.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q027,"Scenario: Sample Resident K's file contains admission notes, incident notes, and family emails, but no clear follow-up timeline. What audit correction is most useful?",multichoice,"Remove family emails from the file.","Write that the administrator reviewed everything.","Add a dated follow-up plan that connects the trigger, action taken, responsible person notified, and next review date.","Wait until the next annual update.",C,"A clear follow-up timeline turns scattered records into a reviewable decision path.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q028,"Scenario: Sample Resident L's family asks the learner to use a real incident in the Moodle assignment. What should the learner do?",multichoice,"Use the incident because it will make the assignment realistic.","Include the resident name but omit the facility name.","Upload the real record as supporting evidence.","Convert the issue into a fictional example with no identifying details.",D,"The course requires fictional or de-identified work so Moodle submissions do not expose protected information.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q029,"Scenario: Sample Resident M has repeated staff notes that current supervision may not be enough. What should a retention review memo include?",multichoice,"Trigger pattern, records reviewed, current supports, capability concern, escalation path, and follow-up date.","Only the administrator's conclusion with no supporting facts.","A statement blaming the resident for needing more help.","A promise that no relocation discussion will ever occur.",A,"A retention review memo should organize the evidence and next steps without blame or unsupported guarantees.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q030,"Scenario: Sample Resident N's service-plan update is complete, but the post-test and evaluation are unfinished. What should Moodle show?",multichoice,"Course complete because the plan activity was submitted.","Incomplete until required activities, quiz pass, evaluation, and completion gate conditions are satisfied.","Certificate released because the learner spent time in the course.","No evidence needed if the instructor remembers the learner participating.",B,"Completion depends on all required course gates, not a single activity, and certificate controls remain tied to evidence and approval metadata.",scenario,"Resident Admission, Retention, and Assessment Procedures"
