module_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,topic_area
M02,M02_Q09_FUNCTIONAL_ASSESSMENT,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects functional assessment for an RN case manager in this course?",multiple_choice,"Includes ADLs, mobility, fall risk, cognition, and caregiver availability",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes ADLs, mobility, fall risk, cognition, and caregiver availability. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,functional assessment
M02,M02_Q10_CULTURAL_RESPONSIVENESS,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects cultural responsiveness for an RN case manager in this course?",multiple_choice,Uses respectful inquiry and language access rather than assumptions,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses respectful inquiry and language access rather than assumptions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,cultural responsiveness
M02,M02_Q11_CARE_PLAN_ALIGNMENT,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects care plan alignment for an RN case manager in this course?",multiple_choice,Links each goal to an assessment finding and planned intervention,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because links each goal to an assessment finding and planned intervention. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,care plan alignment
M02,M02_Q12_HANDOFF_READINESS,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects handoff readiness for an RN case manager in this course?",multiple_choice,Means the next team member can understand risks and next steps,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because means the next team member can understand risks and next steps. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,handoff readiness
M02,M02_Q13_CONTACT_HOUR_BASIS,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects contact-hour basis for an RN case manager in this course?",multiple_choice,Is documented through planned learner activities and assessment time,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is documented through planned learner activities and assessment time. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour basis
M02,M02_Q14_LEARNER_ATTESTATION,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects learner attestation for an RN case manager in this course?",multiple_choice,Confirms completion of required activities and original work,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because confirms completion of required activities and original work. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,learner attestation
M02,M02_Q15_BRN_STATUS_LANGUAGE,"M02 - Assessment, Intake, and Patient-Centered Care Planning: Which answer best reflects BRN status language for an RN case manager in this course?",multiple_choice,Does not claim approval before provider approval is issued,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because does not claim approval before provider approval is issued. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,BRN status language
M03,M03_Q01_CLOSED_LOOP_COMMUNICATION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects closed-loop communication for an RN case manager in this course?,multiple_choice,"Requires confirmation that the message was received, understood, and acted on",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires confirmation that the message was received, understood, and acted on. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,closed-loop communication
M03,M03_Q02_DISCIPLINE_SELECTION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects discipline selection for an RN case manager in this course?,multiple_choice,Matches patient need to the appropriate professional or service,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because matches patient need to the appropriate professional or service. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,discipline selection
M03,M03_Q03_HANDOFF_QUALITY,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects handoff quality for an RN case manager in this course?,multiple_choice,"Includes current status, risk, requested action, and time sensitivity",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes current status, risk, requested action, and time sensitivity. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,handoff quality
M03,M03_Q04_REFERRAL_TRACKING,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects referral tracking for an RN case manager in this course?,multiple_choice,Keeps barriers visible until resolved or escalated,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because keeps barriers visible until resolved or escalated. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,referral tracking
M03,M03_Q05_PROVIDER_COMMUNICATION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects provider communication for an RN case manager in this course?,multiple_choice,Uses concise clinical facts and a clear request,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses concise clinical facts and a clear request. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,provider communication
M03,M03_Q06_PHARMACY_COORDINATION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects pharmacy coordination for an RN case manager in this course?,multiple_choice,"Addresses medication access, safety questions, and reconciliation concerns",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because addresses medication access, safety questions, and reconciliation concerns. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,pharmacy coordination
M03,M03_Q07_COMMUNITY_RESOURCE_LINKAGE,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects community resource linkage for an RN case manager in this course?,multiple_choice,Supports patient needs without replacing clinical judgment,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because supports patient needs without replacing clinical judgment. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,community resource linkage
M03,M03_Q08_TEAM_ACCOUNTABILITY,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects team accountability for an RN case manager in this course?,multiple_choice,Clarifies who owns each next step,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because clarifies who owns each next step. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,team accountability
M03,M03_Q09_COMMUNICATION_DOCUMENTATION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects communication documentation for an RN case manager in this course?,multiple_choice,"Records date, contact, content, response, and follow-up plan",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because records date, contact, content, response, and follow-up plan. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,communication documentation
M03,M03_Q10_CARE_SETTING_TRANSITION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects care setting transition for an RN case manager in this course?,multiple_choice,Requires review of what changed and who must know,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires review of what changed and who must know. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,care setting transition
M03,M03_Q11_PATIENT_INCLUSION,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects patient inclusion for an RN case manager in this course?,multiple_choice,Keeps the patient informed in language they can use,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because keeps the patient informed in language they can use. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,patient inclusion
M03,M03_Q12_ESCALATION_PATHWAY,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects escalation pathway for an RN case manager in this course?,multiple_choice,Is used when a response delay creates safety risk,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is used when a response delay creates safety risk. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,escalation pathway
M03,M03_Q13_MOODLE_EVIDENCE,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects Moodle evidence for an RN case manager in this course?,multiple_choice,"Comes from interaction logs, quiz attempts, assignment submissions, and completion data",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because comes from interaction logs, quiz attempts, assignment submissions, and completion data. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,Moodle evidence
M03,M03_Q14_PENDING_APPROVAL_GUARDRAIL,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects pending approval guardrail for an RN case manager in this course?,multiple_choice,Keeps all course language draft until BRN CEP approval is issued,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because keeps all course language draft until BRN CEP approval is issued. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,pending approval guardrail
M03,M03_Q15_CONTACT_HOURS,M03 - Care Coordination Across Disciplines and Settings: Which answer best reflects contact hours for an RN case manager in this course?,multiple_choice,Remain the course measurement and are not replaced by college CEU terminology,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because remain the course measurement and are not replaced by college CEU terminology. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact hours
M04,M04_Q01_FACTUAL_CHARTING,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects factual charting for an RN case manager in this course?",multiple_choice,"Uses objective data, patient statements, nursing actions, and outcomes",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses objective data, patient statements, nursing actions, and outcomes. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,factual charting
M04,M04_Q02_LEGAL_DOCUMENTATION,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects legal documentation for an RN case manager in this course?",multiple_choice,"Must be timely, accurate, complete, and attributable",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must be timely, accurate, complete, and attributable. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,legal documentation
M04,M04_Q03_AUDIT_READY_RECORD,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects audit-ready record for an RN case manager in this course?",multiple_choice,"Shows what occurred, why it mattered, and what follow-up is pending",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because shows what occurred, why it mattered, and what follow-up is pending. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,audit-ready record
M04,M04_Q04_LATE_ENTRY,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects late entry for an RN case manager in this course?",multiple_choice,Is labeled according to policy and does not pretend to be contemporaneous,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is labeled according to policy and does not pretend to be contemporaneous. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,late entry
M04,M04_Q05_ERROR_CORRECTION,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects error correction for an RN case manager in this course?",multiple_choice,Preserves the original record and follows organizational procedure,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because preserves the original record and follows organizational procedure. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,error correction
