course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-001,RCFE-CETP-001_Q013,"A learner assignment asks for an administrator memo. Which submission meets the no-PHI expectation?",multichoice,"A fictional memo using Resident A, generic staff roles, and no identifying facts","A copied facility incident report from a prior job","A memo using an actual resident name and date of incident","A scan of an official government form with added notes",A,"Using fictional labels and generic roles allows the learner to practice documentation without disclosing protected or facility-specific information.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q014,"During review, a procedure lacks an owner and review date. Which improvement best strengthens control?",multichoice,"Leave the document as is because staff already know it.","Move the file to a hidden folder.","Ask staff to remember when it was last used.","Assign ownership, add effective and review dates, record version history, and define escalation triggers.",D,"Ownership, dates, version history, and escalation triggers make the procedure easier to maintain and audit.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q015,"A complaint record says only, 'family is upset again.' How should the administrator improve the record?",multichoice,"Replace it with a neutral entry describing the concern received, action taken, notifications, and follow-up date.","Keep the wording because it shows staff frustration.","Delete the entry and avoid making another record.","Add speculation about why the family complained.",A,"Neutral documentation should capture the received concern and response steps without dismissive language or speculation.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q016,"What should happen when course certificate metadata is missing but a learner has passed the quiz?",multichoice,"Issue a valid certificate because the quiz score is enough.","Keep certificate release blocked until all approval metadata and completion gates are satisfied.","Let the learner write their own proof of completion.","Mark the course approved in the LMS for convenience.",B,"A passing quiz is only one gate; certificate release also depends on duration, participation, evaluation when required, and approval metadata.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q017,"A staff handout conflicts with the controlled policy. Which documentation element is most important to include after immediate correction?",multichoice,"A promise that the handout will never be wrong again","The source checked, version retired, interim instruction issued, staff notified, and follow-up verification date","A statement that staff should have known better","A personal opinion about who caused the mismatch",B,"The record should show the control process from source review through staff communication and verification.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q018,"Which response best protects confidentiality during a complaint review?",multichoice,"Discuss details in an open staff chat for speed.","Share all details with every employee so no one feels excluded.","Limit information to approved channels and people with a legitimate role in the response.","Post the complaint summary in a learner forum.",C,"Complaint handling should use need-to-know communication and approved records to avoid unnecessary disclosure.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q019,"If staff are unsure whether an event may require mandated reporting, what should the administrator do?",multichoice,"Wait until every fact is fully proven before taking any action.","Tell staff to ignore the concern if no one was injured.","Record only the final outcome and omit the initial concern.","Use the approved escalation and reporting-review process, document known facts, and preserve follow-up.",D,"Uncertainty should trigger the approved review pathway and objective documentation rather than delay or informal dismissal.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q020,"Which participation response best shows course-level understanding?",multichoice,"A fictional example naming a source category, policy to check, escalation point, and evidence to retain","A real resident story with identifying details","A one-word statement that regulations matter","A complaint about course length without answering the prompt",A,"A complete participation response applies the source-check framework while respecting the no-PHI boundary.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q021,"A new staff supervisor asks why escalation pathways must be written into procedures. What is the best explanation?",multichoice,"Escalation pathways allow administrators to avoid involvement.","They identify when routine authority is exceeded and preserve a record of who must review unresolved risk.","Escalation pathways replace staff training.","They make documentation optional once a supervisor is notified.",B,"Written escalation triggers help staff and administrators route higher-risk issues promptly and document pending decisions.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q022,"A draft flyer states that an RCFE course is approved before approval metadata has been issued. What should the administrator or builder do?",multichoice,"Publish the flyer because approval is expected soon.","Leave the wording if only enrolled learners can see it.","Enable certificates to match the flyer language.","Remove unsupported approval wording and route the status language for verification before release.",D,"Public or learner-facing materials must not imply approval before issued metadata supports the claim.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q023,"What is the strongest follow-up after staff receive an interim instruction about a corrected procedure?",multichoice,"Assume the message was read by everyone.","Wait for licensing to identify whether staff complied.","Verify understanding or use through a documented check such as acknowledgment, observation, or short scenario review.","Delete the interim instruction once it is sent.",C,"Follow-up verification confirms that staff practice changed, not merely that a message was distributed.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q024,"A record includes facts, notifications, unresolved questions, and a follow-up owner. Why is this stronger than a general note saying 'handled'?",multichoice,"It makes the issue sound less important.","It creates a traceable timeline and shows what remains pending.","It prevents any future review by licensing.","It allows the administrator to avoid policy review.",B,"A traceable record helps future reviewers see the decision path, action taken, and pending follow-up.",application,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q025,"Scenario: A fictional RCFE has two active complaint procedures and a resident asks how to submit a concern. What should the administrator prioritize?",multichoice,"Tell the resident to ask again after the annual policy review.","Ask staff which version they prefer.","Preserve complaint access, identify the current controlled procedure, give a clear instruction, and document the version issue.","Remove complaint materials until the versions are reconciled.",C,"The administrator must protect access to the complaint pathway while controlling the policy mismatch and documenting correction.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q026,"Scenario: A staff member wants to text details about a complaint to the entire team. Which administrator response is best?",multichoice,"Redirect staff to approved documentation and need-to-know communication channels.","Allow the text so everyone receives the same details.","Ask the staff member to include more identifying facts for clarity.","Post the text content inside the Moodle course as an example.",A,"Complaint details should be handled through approved channels with confidentiality controls, not broad informal messages.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q027,"Scenario: During a mock audit, the administrator finds a procedure update with no evidence that staff were notified. What is the best correction?",multichoice,"Backdate a staff notice to match the procedure date.","Assume staff learned about it informally.","Ignore notification because the procedure is technically correct.","Issue a current staff communication, document the gap, and add verification to the follow-up plan.",D,"A current documented communication is better than unsupported assumptions or false records and helps close the training gap.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q028,"Scenario: A policy review identifies a conflicting requirement that the administrator cannot interpret alone. What is the appropriate action?",multichoice,"Choose the interpretation that is easiest to implement.","Document the conflict, apply any needed interim control, and escalate through the approved review channel.","Ask learners in the course forum to decide the answer.","Remove the policy from all records.",B,"When interpretation is uncertain, the administrator should preserve the issue, control immediate risk, and route the question for qualified review.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q029,"Scenario: A learner includes a real facility name and incident date in an assignment response. What should the course administrator do?",multichoice,"Accept it because the assignment is already submitted.","Share it with the class as a realistic example.","Use it to improve the course scenario library.","Return or remediate the submission under the no-PHI/no-identifying-information rule and request a fictionalized version.",D,"Learner submissions must avoid real identifying details; remediation should protect privacy while preserving the learning objective.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q030,"Scenario: A fictional complaint record lacks a follow-up date. Which revision best strengthens the record?",multichoice,"Add a note that the issue is probably resolved.","Add personal opinions about the complainant.","Add assigned follow-up responsibility, due date, and pending verification items.","Delete the complaint record to avoid incompleteness.",C,"Follow-up responsibility and timing make the complaint response traceable and help prevent unresolved concerns from disappearing.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q031,"Scenario: A course builder asks whether to enable certificates for internal testing while approval remains pending. What is the best response?",multichoice,"Keep valid certificate release disabled and use non-credit testing controls if testing is needed.","Enable certificates because only staff will see them.","Remove the approval-status label during testing.","Tell learners the certificate will be valid later.",A,"Certificate controls must prevent valid release while approval metadata and evidence gates remain unresolved.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q032,"Scenario: A resident-rights concern may also involve staff retraining. What should the administrator's action plan include?",multichoice,"Only a reminder that staff should be nicer.","Immediate protection or review, objective documentation, source/policy check, staff coaching, and follow-up verification.","No documentation unless licensing requests it.","A public statement that the facility guarantees no rights issues.",B,"An integrated rights response should address immediate review, records, source alignment, staff direction, and verification.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q033,"Scenario: A staff member says an outdated handout is harmless because it covers the same topic as the policy. How should the administrator respond?",multichoice,"Allow both documents if staff understand the general topic.","Tell staff to choose the document that is easier to read.","Compare the handout to the controlled policy, retire outdated content, communicate the current instruction, and record the correction.","Ignore the handout until a complaint occurs.",C,"Topic similarity is not enough; staff need one current controlled instruction and the administrator needs evidence of correction.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q034,"Scenario: A family complaint is received by voicemail and the assigned supervisor is out. Which response best preserves the complaint pathway?",multichoice,"Wait for the supervisor's return before logging anything.","Delete the voicemail after listening to it.","Tell the family complaints must be submitted in person only.","Document receipt, follow the backup pathway, protect confidentiality, and assign timely follow-up.",D,"The complaint process should remain accessible even when a usual reviewer is unavailable, with receipt and follow-up documented.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q035,"Scenario: A policy binder and electronic folder disagree about incident follow-up. What is the strongest immediate control?",multichoice,"Let each shift continue using its preferred version.","Archive the entire binder without telling staff.","Issue a dated interim instruction based on source review while the controlled procedure is reconciled.","Stop documenting incident follow-up until the policy is rewritten.",C,"A dated interim instruction gives staff a controlled path while the administrator reconciles the official procedure.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q036,"Scenario: A reviewer asks how the facility knows a procedure update reached staff. What evidence best answers the question?",multichoice,"A staff communication log or acknowledgment tied to the updated procedure and date","A general statement that staff meetings happen often","A memory that the topic was discussed once","A draft policy with no distribution record",A,"A dated communication or acknowledgment connects the update to actual staff notice and supports audit readiness.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q037,"Scenario: A learner asks for an example of a defensible administrator note. Which example is most appropriate?",multichoice,"Resident A was difficult again and family overreacted.","The situation was handled according to policy.","On the date reviewed, staff reported a fictional complaint concern; administrator checked the complaint procedure, assigned follow-up, and documented pending review.","No note is needed if the administrator remembers the event.",C,"The best example uses neutral fictional facts, action taken, policy reference, assigned follow-up, and pending review without private details.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q038,"Scenario: An internal draft says the provider can guarantee regulatory acceptance of the course. What correction is required?",multichoice,"Keep the guarantee if the content is thorough.","Remove the guarantee and use Draft / Pending CDSS/ACS Approval language until official metadata supports any approval statement.","Hide the guarantee in a less visible section.","Ask learners to disregard the wording verbally.",B,"Course materials must avoid guarantees and unsupported approval claims; status language should reflect the actual pending condition.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q039,"Scenario: During remediation, a learner chooses an unsafe scenario branch twice. What should the Moodle activity require before completion?",multichoice,"Automatic completion because attempts show effort","Deletion of the learner's attempt history","Skipping feedback to reduce frustration","Review of corrective feedback and submission of a remediation prompt showing the corrected administrator process",D,"Scenario remediation should document that the learner reviewed feedback and can state the corrected source-based process.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
RCFE-CETP-001,RCFE-CETP-001_Q040,"Scenario: A fictional facility corrects a complaint procedure today. What follow-up best demonstrates closure?",multichoice,"Verify the updated procedure is active, outdated copies are retired, staff were notified, and the next review date is scheduled","Assume closure because the administrator edited the document","Tell staff the topic will not come up again","Avoid retaining records so there is less to review",A,"Closure requires verification that the controlled version is active, old versions are removed, staff have notice, and future review is scheduled.",scenario,"Laws, Regulations, Policies, and Procedural Standards Impacting RCFE"
