course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
"RCFE-CETP-005","RCFE-CETP-005_Q015","A corrective-action plan after a medication record audit should include which set of elements?","multichoice","A statement that the facility will try harder next month.","Only the names of staff who made documentation mistakes.","Discrepancy, immediate control, communication chain, record correction, staff coaching, follow-up evidence, and target date.","A promise that the event cannot happen again.","C","A useful corrective-action plan links each finding to a control and defines evidence needed for closure.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q016","An administrator observes staff relying on memory during medication assistance. What should happen next?","multichoice","Staff should continue if they are experienced.","The observation should be ignored unless a resident complains.","The administrator should replace facility procedure with informal shift notes.","The administrator should document the observation, redirect staff to current records, provide focused coaching, and monitor for correction.","D","Memory-based workflow undermines record control; observation should lead to specific training and follow-up monitoring.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q017","A disposal log is missing required details for a discontinued item. What response aligns with audit-ready practice?","multichoice","Complete or correct disposal documentation according to facility procedure and verify the item is controlled while pending final disposition.","Discard the item without further recordkeeping.","Leave the item in active storage until someone asks about it.","Ask a learner to copy an official government form into the Moodle activity.","A","Disposal handling requires both physical control and documentation that explains the item's removal from active use.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q018","What is the best way to respond to a staff explanation that missed initials occurred because the medication area was busy?","multichoice","Treat the explanation as proof that all assistance occurred correctly.","Review the workflow issue, document the audit finding, train on real-time documentation, and schedule a focused follow-up audit.","Tell staff to initial records at the end of the week.","Remove the audit sample from review.","B","A busy workflow may explain the pattern, but it does not remove the administrator's duty to correct and verify documentation practice.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q019","What should a learner include in the administrator documentation assignment for this course?","multichoice","Real examples from a current facility to make the answer more practical.","Medication names from personal practice experience.","Fictional discrepancy summary, immediate control, communication chain, record correction, staff coaching, and follow-up evidence.","A clinical judgment about whether the resident needed medication.","C","The assignment measures administrator documentation using fictional facts and role-appropriate correction steps.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q020","When should a medication-management corrective action be closed?","multichoice","As soon as the administrator writes the plan.","When staff verbally agree to be careful.","When the next course hour begins.","When required follow-up evidence exists, such as corrected records, clarification documentation, training evidence, audit results, or disposal completion.","D","Closure depends on evidence that the correction was completed, not merely planned or discussed.","application","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q021","Scenario: A fictional audit finds a current label but an outdated facility record. Which immediate control is most appropriate?","multichoice","Flag the mismatch, prevent staff from guessing, start the clarification pathway, and document interim direction.","Use the label for all future entries without noting the old record.","Ask a family member which source should be followed.","Wait until the monthly audit report is due.","A","A label-record mismatch requires immediate control and documented clarification so staff do not act on assumptions.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q022","Scenario: Staff documented a refusal but no follow-up communication appears in the fictional record. What is the best audit finding?","multichoice","There is no issue because refusal documentation exists.","The record is incomplete until required communication or follow-up under policy is documented.","The refusal should be removed because it may look negative.","The resident should be described as resistant to care.","B","A refusal entry should connect to required notification, communication, or follow-up when the policy calls for it.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q023","Scenario: A fictional staff member says a PRN item was used because the resident 'seemed off.' Which administrator question is most useful?","multichoice","Which coworker usually handles this resident?","Can the family confirm that the staff member meant well?","What do the PRN parameters and facility documentation requirements say, and what objective facts were recorded?","Should the facility stop using PRN records entirely?","C","The administrator should test the entry against the instruction and documentation standard rather than vague impressions.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q024","Scenario: A discontinued medication-related item is found separated from active storage, but the disposal witness information is blank. What should the administrator do?","multichoice","Return it to active storage until the record is easier to complete.","Mark the disposal complete because the item is separated.","Ask staff to remember who was present without documenting the correction process.","Follow the facility disposal documentation process, control the item while pending, and verify completion evidence.","D","Separation is only one control; disposal completion requires the correct documentation trail.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q025","Scenario: The administrator sees a pattern of late medication-assistance documentation on weekends. What is the strongest follow-up measure?","multichoice","Audit the next two weekends for real-time documentation and record staff coaching on the exact requirement.","Tell weekday staff to watch weekend staff more closely.","Assume the pattern will resolve after one reminder.","Stop reviewing weekend records because they are busier.","A","Focused follow-up should match the pattern and produce evidence that the weekend workflow improved.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q026","Scenario: A learner wants to describe a real medication error from work in the forum. What instruction should the course enforce?","multichoice","Use the real details if names are abbreviated.","Convert the example into a general, de-identified learning point or use the fictional course facts only.","Share the facility name but omit resident initials.","Upload the original medication record for instructor review.","B","Forum participation must protect privacy and should not include real resident, staff, facility, medication, or protected information.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q027","Scenario: A fictional family member asks staff to stop documenting refusals because it embarrasses the resident. What should the administrator emphasize?","multichoice","Stop documenting refusals to preserve family satisfaction.","Document only refusals that lead to an emergency.","Use respectful objective documentation, explain the facility's continuity needs, and follow the communication pathway.","Let the family write the refusal notes instead of staff.","C","Respectful documentation can protect dignity while preserving the record needed for continuity and follow-up.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q028","Scenario: A staff member says the medication refresher is unnecessary because the employee has worked in care settings for years. What is the administrator's best response?","multichoice","Accept prior experience as equivalent to the facility's current procedure.","Let the employee train others based on prior habits.","Remove the refresher requirement from the completion log.","Require current facility-specific training and document completion before unsupervised medication-related responsibilities as policy requires.","D","Experience does not replace current facility-specific medication-management procedure training and evidence.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q029","Scenario: A fictional record shows a missed signature but staff state the resident received assistance. What is the administrator's documentation stance?","multichoice","Document the record gap and staff report separately, review needed communication, and correct the process without backdating.","Treat the staff statement as enough to fill the signature space.","Delete the record page and start over.","Ignore the gap if there is no complaint.","A","The administrator should not convert memory into original documentation; the correction process should distinguish facts from later reports.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q030","Scenario: During the final audit, four findings remain open. Which evidence would best support closure?","multichoice","A note saying all issues are probably handled.","Corrected or clarified records, completed staff refresher evidence, disposal documentation, and follow-up audit results.","A verbal summary from the busiest shift.","A blank checklist with the administrator's initials.","B","Closure evidence must correspond to each finding and demonstrate completed follow-through.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q031","Scenario: Staff identify an unlabeled medication-related item in the secured area. What is the appropriate administrator response?","multichoice","Set it aside under the facility's control process, document the finding, investigate the source path, and prevent active use unless properly resolved.","Let staff decide whether it belongs to a resident they recognize.","Discard it immediately with no documentation.","Use it only if the resident says it is familiar.","A","An unlabeled item requires control, source investigation, documentation, and prevention of unsupported use.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q032","Scenario: A fictional prescriber clarification call is completed, but the facility record has not been updated. What should the administrator prioritize?","multichoice","Wait for the next survey to see whether the record matters.","Tell staff verbally and skip the written update.","Ensure the clarification is documented in the appropriate record, staff are informed through the approved process, and follow-up verifies alignment.","Ask the learner to invent missing approval metadata.","C","Clarification only protects residents when the record and staff workflow are updated and verified.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q033","Scenario: A learner says the administrator should decide whether a medication dose is clinically appropriate. How should the course correct that answer?","multichoice","Agree, because administrators can substitute judgment when records are confusing.","Explain that the administrator controls records and communication while clinical questions go through the proper health care channel.","Tell the learner medication topics are outside RCFE operations.","Mark the answer correct if the learner has health care experience.","B","The course boundary separates administrator oversight from clinical decision-making and routes clinical questions to appropriate sources.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q034","Scenario: An audit finds that staff understand storage security but cannot explain refusal follow-up. What training response is best?","multichoice","Repeat only the storage training because staff already know that topic.","Remove refusal documentation from staff duties.","Provide targeted coaching on refusal documentation, notification, and follow-up, then verify understanding with a sample scenario.","Tell staff to ask families whether documentation is needed.","C","Training should address the specific gap identified by the audit and include a way to confirm understanding.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q035","Scenario: A fictional resident's medication-management record includes a judgmental note about attitude. What correction should the administrator make?","multichoice","Keep the note because it shows staff frustration.","Rewrite the record to remove all refusal details.","Remove the note without staff coaching or follow-up.","Replace judgmental language with objective facts and coach staff on dignity-preserving documentation.","D","Objective, dignity-preserving notes support continuity without labeling the resident.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q036","Scenario: A course builder asks whether to enable certificate release for this draft course. What configuration matches the guardrails?","multichoice","Enable certificates after learners view all pages.","Enable certificates after the post-test only.","Enable certificates if the instructor is listed in Moodle.","Keep certificate release disabled until required completion evidence and official approval metadata gates are satisfied.","D","Draft status and missing approval metadata require certificate controls to remain blocked.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q037","Scenario: Staff report a possible medication-management error promptly. What administrator response supports a healthy reporting culture?","multichoice","Thank staff for reporting, document facts, initiate the review and communication process, and address accountability through the facility procedure.","Warn staff not to report unless they are certain harm occurred.","Delay review until the staff member writes a perfect narrative.","Delete the report if it turns out to be a near miss.","A","Prompt reporting helps the administrator investigate and correct risk before patterns grow.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q038","Scenario: The assignment submission includes a real facility name and a medication photo. What should happen?","multichoice","Grade it normally because the assignment is complete.","Require removal of identifying and protected information and resubmission using fictional or de-identified course facts.","Share it with classmates as a practical example.","Use it as proof that the course meets approval requirements.","B","Course activities must not collect or display real facility, medication, resident, staff, or protected information.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q039","Scenario: A follow-up audit shows the same missed documentation pattern repeated after coaching. What should the administrator do?","multichoice","Close the corrective action because training was offered.","Assume staff need more time and stop auditing.","Extend or escalate the corrective-action plan with additional supervision, retraining, and defined evidence for improvement.","Mark the issue as unrelated to medication management.","C","Repeated findings mean the prior correction did not fully work and should lead to further action and monitoring.","scenario","Medication Management"
"RCFE-CETP-005","RCFE-CETP-005_Q040","Scenario: A fictional audit summary says, 'Everything is fine now,' but includes no corrected records or follow-up evidence. What is the best review conclusion?","multichoice","The summary is enough if the administrator signed it.","The audit should be accepted because details slow down operations.","No further action is needed unless a regulator asks.","The corrective action is not ready to close because the summary lacks evidence tied to the findings.","D","A conclusion without linked evidence cannot prove that medication-management discrepancies were corrected.","scenario","Medication Management"
