question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
CNA-U02-Q01,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Demonstrate accurate pulse measurement technique.,mcq,"When counting a resting radial pulse, which practice best supports an accurate count?",Count for 5 seconds and multiply by 12,"Count for a full 30-60 seconds, noting rate, rhythm, and strength",Count only if the resident reports feeling unwell,Estimate based on how the resident looks,,B,"Counting for a longer interval and noting rhythm and strength improves accuracy, especially with irregular pulses.",easy,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q02,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Demonstrate accurate respiration counting.,mcq,"To count respirations accurately, the nurse assistant should:",Tell the resident you are counting their breathing,"Count discreetly, often right after the pulse, so the resident does not consciously change breathing",Ask the resident to breathe deeply while counting,Count only the inhalations during exercise,,B,Counting discreetly avoids voluntary changes in breathing; one rise and fall equals one respiration.,medium,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q03,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Apply reporting rules for pulse changes.,mcq,Which finding about a resident's pulse should be reported promptly to the licensed nurse?,A regular rhythm at the resident's usual rate,A new irregular rhythm or a rate well outside the resident's baseline,The resident resting quietly,A pulse taken after the resident sat down,,B,New irregularity or a significant change from baseline is a reportable change in condition.,medium,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q04,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Describe how blood pressure values are recorded.,tf,"A blood pressure reading is written as systolic over diastolic (for example, the top number over the bottom number).",TRUE,FALSE,,,,TRUE,Blood pressure is recorded as systolic/diastolic; the CNA records and reports the value to the nurse.,easy,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q05,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Identify factors affecting blood pressure accuracy.,mcq,Which factor can falsely raise a blood pressure reading?,Resting quietly for several minutes first,Using a cuff that is the correct size,Measuring immediately after the resident hurried to the room or is anxious,Supporting the arm at heart level,,C,Recent activity and anxiety can elevate readings; correct technique reduces error.,medium,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q06,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Define respiratory terminology.,mcq,The term 'dyspnea' refers to:,Normal easy breathing,Difficult or labored breathing,A slow heart rate,High blood pressure,,B,Dyspnea means difficult or labored breathing and should be reported.,easy,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q07,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Recognize respiratory distress and escalate appropriately.,scenario,"Scenario: While taking vital signs, you notice the resident's breathing is labored and faster than usual, and their lips look slightly bluish. What is the best first action?",Finish all other residents' vital signs first,"Stay with the resident, ensure safety, and report the change to the licensed nurse immediately",Wait until the next scheduled check,Encourage the resident to walk it off,,B,Labored breathing with bluish color is a potential emergency; ensure safety and report immediately. Recognizing distress and escalating is within CNA scope.,hard,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q08,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Apply accurate recording and reporting practices.,ms,Which actions support accurate vital sign documentation and reporting? (Select all that apply.),Record the value and the time taken,Report values significantly different from baseline to the nurse,Wait until end of shift to recall all numbers,Use the resident's known baseline as a comparison,,A; B; D,"Timely recording, comparison to baseline, and prompt reporting are correct; recalling values later increases error.",medium,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q09,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Interpret respiratory rate changes as reportable.,mcq,A resting adult respiratory rate that is much faster than the resident's usual baseline is best described as a:,Normal finding requiring no action,Change in condition that should be reported,Sign the resident is healthy,Reason to stop monitoring,,B,A significant change from baseline is reportable as a change in condition.,easy,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U02-Q10,CNA,U02,"U02 - Vital Signs II: Pulse, Respirations, Blood Pressure, Recording, Reporting",Respect resident rights while ensuring reporting.,mcq,"If a resident refuses to let you take their blood pressure, the nurse assistant should:",Take it anyway because it is required,"Respect the refusal, document it, and report to the licensed nurse",Ignore the missing reading,Tell the resident they will be discharged,,B,Residents have the right to refuse; the CNA documents the refusal and reports so the nurse can follow up.,medium,CCCCO NATP Module 10 - Vital Signs,SME review recommended,CNA/U02
CNA-U03-Q01,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Identify the purpose of common therapeutic diet textures.,mcq,A resident is on a mechanical soft diet. The nurse assistant understands this diet is intended to:,Restrict all fluids,Provide foods that are easier to chew and swallow,Eliminate all protein,Increase choking risk,,B,A mechanical soft diet modifies texture to make chewing and swallowing safer and easier.,easy,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q02,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Apply safe positioning during feeding assistance.,mcq,Which positioning best reduces aspiration risk when assisting a resident to eat?,Lying flat,Sitting upright at about 90 degrees,Reclined far back,Turned on the side,,B,An upright position supports safe swallowing and reduces aspiration risk.,easy,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q03,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Recognize and report signs of swallowing difficulty.,mcq,Which observation during a meal should be reported promptly as a possible swallowing problem?,The resident enjoys the meal,"Coughing, choking, or a wet/gurgly voice after swallowing",The resident drinks water,The resident finishes the plate,,B,"Coughing, choking, or a wet voice can indicate dysphagia/aspiration risk and should be reported.",medium,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q04,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Describe the CNA role in intake monitoring.,tf,Monitoring and reporting a resident's food and fluid intake is part of the nurse assistant's role.,TRUE,FALSE,,,,TRUE,"CNAs observe, record, and report intake; the nurse uses this data for nutrition and hydration monitoring.",easy,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q05,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Identify signs of dehydration.,mcq,Which sign may indicate dehydration and should be reported?,Moist lips and frequent urination,"Dark concentrated urine, dry mouth, and reduced intake",Clear urine and good appetite,Stable weight,,B,"Dark urine, dry mouth, and decreased intake are warning signs of dehydration to report.",medium,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q06,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness","Apply safe, dignified feeding-assistance technique.",mcq,"When feeding a resident who needs assistance, the nurse assistant should:",Rush so the food stays warm,"Offer small bites, allow time to chew and swallow, and avoid talking that hurries the resident",Mix all foods together,Feed while the resident lies down,,B,Small bites and adequate time reduce choking risk and support dignity.,medium,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q07,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Follow prescribed diet orders while respecting the resident.,scenario,Scenario: A resident on thickened liquids asks you for a glass of regular water because they are thirsty. What is the best response?,Give regular water since the resident asked,"Explain you must check with the nurse, honor the prescribed thickened-liquid order, and report the request",Ignore the request,Tell the resident water is not allowed ever,,B,"Thickened-liquid orders address aspiration risk; the CNA follows the order, reports the request, and lets the nurse address it. Honoring the resident's concern with dignity matters.",hard,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q08,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Apply aspiration-prevention measures.,ms,Which measures help reduce aspiration risk during meals? (Select all that apply.),Upright positioning,Following the prescribed diet texture,Encouraging large rapid bites,Allowing time between bites,,A; B; D,"Upright position, correct texture, and pacing reduce aspiration risk; large rapid bites increase it.",medium,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q09,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Define common intake-related orders.,mcq,A 'NPO' order most accurately means the resident:,May eat normally,Should have nothing by mouth,Needs extra fluids,Can have only liquids,,B,NPO means nothing by mouth; the CNA must follow the order and report any concerns.,easy,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U03-Q10,CNA,U03,"U03 - Nutrition, Hydration, Diets, Feeding Assistance, Aspiration Awareness",Report changes in nutritional intake.,mcq,A resident eats only a small portion of meals over several days. The best CNA action is to:,Assume the resident is fine,Record the intake and report the ongoing poor intake to the licensed nurse,Force the resident to eat,Remove the resident's meals,,B,Documenting and reporting poor intake supports timely nutrition intervention by the nurse.,easy,CCCCO NATP Module 11 - Nutrition,SME review recommended,CNA/U03
CNA-U04-Q01,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Recognize signs of severe choking.,mcq,"A resident suddenly clutches their throat, cannot speak or cough, and looks panicked during a meal. This most likely indicates:",Mild throat irritation,A complete airway obstruction (severe choking) requiring immediate help,Normal eating behavior,A request for more food,,B,"Inability to speak, cough, or breathe signals a severe airway obstruction needing immediate emergency response.",easy,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q02,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Differentiate partial from complete airway obstruction response.,mcq,"When a resident is choking but can still cough forcefully and speak, the best initial action is to:",Perform abdominal thrusts immediately,Encourage the resident to keep coughing and stay with them while monitoring,Give the resident water,Leave to get a snack,,B,"With a partial obstruction and effective cough, encourage coughing and monitor; intervene further only if it becomes severe, per facility protocol and training.",medium,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q03,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Apply the facility emergency response sequence.,mcq,"In most facilities, the first step when you discover an emergency is to:",Leave the resident to find supplies,Call for help/activate the facility emergency response while staying with the resident,Document the event before acting,Move the resident to another room,,B,Calling for help and not leaving the resident are priorities; documentation follows the response.,easy,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q04,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Describe facility emergency codes and roles.,tf,Nurse assistants should know their facility's emergency codes and their assigned role during an emergency.,TRUE,FALSE,,,,TRUE,"Knowing facility codes and one's role supports a safe, coordinated emergency response.",easy,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q05,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Apply safe response to a found-down resident.,mcq,"A resident is found on the floor. After ensuring the scene is safe, the nurse assistant should first:",Lift the resident back to bed alone,"Call for the nurse/help and avoid moving the resident until assessed, unless in immediate danger",Give the resident something to drink,Document and continue other duties,,B,Do not move a fallen resident before assessment unless immediate danger exists; call for the nurse to assess for injury.,medium,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q06,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Identify environmental safety/prevention measures.,mcq,Which is an example of a general safety measure that helps prevent emergencies in long-term care?,Leaving spills on the floor,Keeping call lights within reach and clearing walkways of hazards,Blocking exits with equipment,Ignoring frayed cords,,B,"Accessible call lights and clear, hazard-free walkways reduce falls and other emergencies.",easy,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q07,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Apply facility fire-emergency procedures.,scenario,"Scenario: During a fire alarm (facility 'Code Red'), you are with a resident who uses a wheelchair. What is the best action consistent with CNA scope and typical RACE principles?",Use the elevator to evacuate quickly,"Follow facility fire procedure: ensure resident safety, contain/close doors as trained, and follow staff direction for evacuation",Run to safety first and return later,Open all windows,,B,"Facility fire response (often summarized as Rescue, Alarm, Contain, Extinguish/Evacuate) prioritizes resident safety; elevators are typically not used in a fire.",hard,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q08,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Recognize signs of distress requiring escalation.,ms,Which signs in a resident warrant immediate help and reporting as possible distress? (Select all that apply.),Sudden chest discomfort,Sudden inability to breathe or speak,Resting comfortably,New confusion or unresponsiveness,,A; B; D,"Chest discomfort, inability to breathe/speak, and new unresponsiveness are urgent; resting comfortably is not.",medium,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q09,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Document emergencies objectively.,mcq,"After an emergency is over, the nurse assistant's documentation should:",Include guesses about the cause,"Objectively record what was observed, the time, and actions taken, then report to the nurse",Be skipped to save time,Blame the resident,,B,"Documentation should be objective, timely, and factual, supporting an audit-ready record.",medium,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U04-Q10,CNA,U04,"U04 - Emergency Procedures, Distress Recognition, Choking, Facility Codes",Apply scope-of-practice limits in emergencies.,mcq,The main reason a nurse assistant should not exceed their training during an emergency is that:,It saves time,Acting outside trained scope can harm the resident and is not within CNA responsibilities,The nurse prefers it,It looks better on records,,B,Staying within trained scope protects residents; CNAs summon licensed help for actions beyond their role.,easy,CCCCO NATP Module 12 - Emergency Procedures,SME review recommended,CNA/U04
CNA-U05-Q01,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Distinguish normal aging from reportable changes.,mcq,Which statement about normal aging is most accurate?,"Confusion is a normal, expected part of aging","Some slowing of body systems is normal, but sudden confusion is not normal and should be reported",Aging always means total dependence,Older adults cannot learn new routines,,B,"Gradual changes occur with aging, but acute confusion is a change in condition to report, not 'just aging.'",medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q02,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Identify aging-related skin risks.,mcq,"As skin changes with age, residents are at higher risk for:",Faster wound healing,Skin breakdown and pressure injuries,"Thicker, tougher skin",No change in skin,,B,"Aging skin is thinner and more fragile, increasing risk of breakdown and pressure injuries.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q03,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Recognize early pressure injury signs.,mcq,Which observation about a resident's skin should be reported promptly?,"Intact, warm, dry skin",A new reddened area over a bony prominence that does not fade,Normal skin color,"Clean, moisturized skin",,B,Non-blanching redness over a bony area is an early pressure injury sign to report.,medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q04,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Apply pressure-injury prevention basics.,tf,Repositioning and good skin care help prevent pressure injuries in residents with limited mobility.,TRUE,FALSE,,,,TRUE,"Regular repositioning, skin care, and pressure relief are core prevention measures.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q05,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Identify complications of immobility.,mcq,A resident with reduced mobility is most at risk for which set of complications without preventive care?,"Pressure injuries, stiffness/contractures, and constipation",Improved circulation,Stronger muscles,Better appetite,,A,"Immobility increases risk for pressure injuries, contractures, constipation, and other complications.",medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q06,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Apply supportive care for chronic conditions.,mcq,Which approach best supports a resident with a chronic condition such as arthritis during care?,Move the resident quickly to finish faster,"Allow extra time, use gentle movements, and respect reports of pain",Ignore stiffness,Tell the resident pain is not real,,B,"Gentle, paced care and respecting pain reports support comfort and dignity.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q07,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Recognize and report acute mental status change.,scenario,Scenario: A resident who is normally alert becomes suddenly drowsy and confused during your shift. What is the best action?,Assume it is normal aging and continue,Report the sudden change to the licensed nurse promptly and monitor the resident's safety,Let the resident sleep and say nothing,Wait until the next day to mention it,,B,Sudden mental status change is a reportable change in condition that may signal an acute problem.,hard,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q08,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Identify reportable changes in condition.,ms,Which are reportable changes in a long-term care resident? (Select all that apply.),New shortness of breath,Sudden change in mental status,Stable usual routine,New skin breakdown,,A; B; D,"New breathing problems, sudden confusion, and new skin breakdown are reportable; a stable routine is not.",medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q09,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Support resident independence in ADLs.,mcq,Promoting resident independence in activities of daily living means the nurse assistant should:,Do everything for the resident,"Encourage and allow the resident to do what they safely can, assisting only as needed",Discourage the resident from trying,Rush the resident,,B,Supporting safe independence maintains function and dignity.,easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U05-Q10,CNA,U05,"U05 - Long Term Care Resident I: Aging, Body Systems, Common Conditions",Identify common age-related body system changes.,mcq,Which body system change is commonly associated with aging?,Increased bladder capacity,"Decreased bone density, raising fracture risk",Faster reflexes,Improved night vision,,B,"Decreased bone density (and slower reflexes, vision changes) commonly accompany aging and raise injury risk.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U05
CNA-U06-Q01,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Apply dementia-sensitive communication techniques.,mcq,"When communicating with a resident who has dementia and is confused, the best approach is to:",Argue with the resident until they agree,"Use a calm voice, simple words, and reassurance, approaching from the front",Speak quickly and use medical terms,Ignore the resident,,B,"Calm, simple, reassuring communication and approaching from the front reduce fear and agitation.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q02,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Respond to dementia-related agitation appropriately.,mcq,A resident with dementia becomes agitated during bathing. A dementia-sensitive response is to:,Continue quickly to get it over with,"Stop, reassure, identify possible triggers, and try again later or adjust the approach",Tell the resident to calm down,Restrain the resident,,B,"Recognizing triggers and using a calm, flexible approach respects the resident and reduces distress; restraints are not appropriate.",medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q03,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Recognize common dementia-related behaviors.,mcq,"Which behavior is a common, expected challenge when caring for residents with dementia?",Perfect memory of recent events,"Memory loss, confusion about time/place, and possible repetition",No change in behavior,Always independent in all ADLs,,B,"Memory loss, disorientation, and repetition are common with dementia and call for patience and structure.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q04,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Apply environmental supports for dementia care.,tf,Maintaining familiar routines and a calm environment can help reduce confusion and agitation for residents with dementia.,TRUE,FALSE,,,,TRUE,Consistency and a calm environment support residents with dementia.,easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q05,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Identify residents' psychosocial needs.,mcq,Psychosocial needs of long-term care residents include:,Only physical care,"Social connection, dignity, meaningful activity, and respect for preferences",Isolation,Ignoring cultural background,,B,"Psychosocial care addresses social, emotional, cultural, and dignity needs, not just physical tasks.",easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q06,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Apply dignity-preserving redirection and report wandering.,mcq,"A resident frequently tries to leave the unit looking for a long-deceased spouse. A dementia-sensitive, dignity-preserving response is to:",Bluntly tell the resident the spouse is dead repeatedly,"Respond with gentle reassurance and redirection, and report wandering/exit-seeking to the nurse for safety planning",Lock the resident in their room,Ignore the behavior,,B,"Gentle reassurance, redirection, and reporting for safety planning are appropriate; harsh repeated correction and improper confinement are not.",hard,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q07,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Promote psychosocial well-being and dignity.,ms,Which actions support the psychosocial well-being of residents? (Select all that apply.),Respecting personal and cultural preferences,Encouraging participation in activities they enjoy,Talking about residents disrespectfully,Honoring privacy and dignity,,A; B; D,"Respect, meaningful activity, privacy, and dignity support psychosocial health; disrespectful talk does not.",medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q08,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Recognize the role of community resources and family.,mcq,Community resources and family involvement are important for residents because they:,Replace professional care,"Support emotional well-being, identity, and connection beyond the facility",Are not allowed in long-term care,Increase confusion,,B,Family and community connections support identity and emotional well-being.,easy,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U06-Q09,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Apply supportive communication for dementia.,mcq,"When a resident with dementia gives an answer that is not factually accurate but is not causing harm, the best general approach is to:",Always correct them firmly,"Avoid unnecessary confrontation, provide reassurance, and redirect when needed",Laugh at the resident,Report them for lying,,B,Avoiding needless confrontation and using reassurance/redirection preserves dignity and reduces distress.,medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
